fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC24002748,2024-07-02 22:05:00.0000000,CHESTERTON ST,BOSTON,2119,Stopped,Reasonable Suspicion ,Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"10:05 PM T-Stop FL REG XXXWhite Dodge Challenger for VALS (Failure to use turn signal) in the area of XXXChesterton St, Roxbury. Vehicle is a PV Holdings rental.

Officers observed the challenger circling around side streets along Mass Ave. Vehicle failed to use turn signal turning from Rusfield St onto Allerton St and again from Allerton onto Chesterton St.

OP identified as XXX, DOB: XX/XX/XXXX(Prior F/A's). XXXwas immediately argumentative with Officers stating ""there are people out here actually committing crimes"" and ""I'm not a felon"". XXXcontinued to argue throughout the duration of the stop.

Verbal Warning Issued. FIO'd to associate XXXwith the M/V and the area.

F201F (Fawkes/Lepore)",0
FC24000446,2024-01-31 20:53:00.0000000,MORRISSEY BLVD,BOSTON,2125,Stopped,Probable Cause,Body Worn Camera,Suv (sport Utility Vehicle),2,2,0,0,0,"Traffic stop for 90/17 (Speeding, 50 in a 35 MPH Zone) at XXXMorrissey Boulevard of silver Chevy Equinox (WA Reg XXX
Operator identified as XXX (Open trafficking Class A). Passenger identified as XXX. 

Verbal warning issued. FIO to associate with vehicle.",0
FC25001932,2025-04-29 02:24:00,,BOSTON,2115,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,1,"T Stop for speeding of gray Chevy Malibu (NJ Reg: XXXat intersection of Parker Street and Ruggles Street.  OperatorXXX multiple prior F/A, violent, drug offenses)   Officers initially observed the vehicle leave from Bromley Heath housing development after a gray Chevy sedan with out of state plates fled BPD officer t stop into the development. XXXpulled out of parking lot and left development at high rate of speed after marked BPD cruiser passed behind him. Continued down Terrace Street at a speed much higher than reasonable. XXXdenied being in Heath Street and stated he had been driving 20 MPH on Terrace.  Exit order issued, XXXand vehicle pat frisked. XXXwas argumentative with officers and repeatedly attempted to make phone calls to some sort of influential figure implying that they would punish officers for the traffic stop. XXXdeclined to provide address for citation so it was mailed to address listed on his license.  Multiple San Francisco Giants baseball hats observed in back seat of vehicle.  BK03A",1
FC25000523,2025-02-05 17:50:00,,DORCHESTER,2121,Stopped,Reasonable Suspicion ," Gang, Body Worn Camera",Passenger Car/ Automobile,4,4,0,0,0,"TS for VALS (no inspection sticker) MA REG: XXXat the intersection of Washington Street and Harvard Ave, Dorchester  Op: XXXFront Pass: XXXXX, Open F/A, Open 94C  Rear Pass: XXXXX, Prior 94C  Rear Pass: XXX(DOB: XX/XX/XXXXXXX, Prior F/A  All party’s cordial on scene. Verbal warning issued.  B101F (Kadey/Kovaleski)",0
FC24000490,2024-02-01 20:30:00.0000000,,BOSTON,2118,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,2,0,2,0,1,"T Stop on CT REG: XXXfor speeding (Ch90. S17) at Albany Street and Plympton Street.

Driver identified as XXX XX/XX/XXXXno active driver's license

Passenger identified XXXXX/XX/XXXX
Earlier in the night, Officers assisted the D-4 DCU with arresting XXX XX/XX/XXXXfor two active warrants as well as drug related charges. As Officers placed XXXunder arrest, they observed Mr. XXXto be in the direct company of XXXduring a UC buy that led to XXXarrest, as well as the aforementioned vehicle to be parked in the immediate area of the arrest. Officers were also aware of a BRIC flyer of Mr. XXXpossibly being in the possession of a firearm.

Officers issued an exit order for XXXdue to him not possessing a license. Officers searched the vehicle, with verbal consent from XXXwhich yielded negative results. 

Due to the fact that the Mr. XXXgirlfriend XXXhad a valid license, Officers allowed her to drive the vehicle.

Mr. XXXvery cordial with Officers however Ms. XXXwas verbally combative with Officers. Verbal warning issued for the speeding.

DK01F (Lonergan/Murphy)",1
FC25006096,2025-11-17 01:50:00,,DORCHESTER,2121,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,2,"Traffic stop 01:50 Geneva Ave / Columbia Rd for Window Tint / failed inspection sticker.  Officers conducted TS of BMW MA reg XXX(100+ inquiries regarding occupants with firearm history. rental company XXX  PA:XXX (prior F/As)  Officers immediately noted XXXto pretend to sleep with his hand tucked into his sweatshirt pocket. Officers also noted XXXto become wide eyed in a look of fear while talking with officers. Based off behavior seen by officers along with prior history of XXXand history of rental vehicles being used for criminal activity, officers conducted an exit order. XXXbecame very agitated and did not comply with officers commands until officers assisted him out of the vehicle. XXXalso began rolling up his window and declined to exit but eventually did without incident.  Both parties and vehicle frisked to no avail. Both parties argued and recorded officers throughout frisk.  verbal issued warning for the VALs.  C112A(Belanger/Fawkes) CK01(McPherson/Oneil)",1
FC24002401,2024-06-04 17:30:00.0000000,,BOSTON,2110,Stopped,Probable Cause,"Body Worn Camera, Child Present",Passenger Car/ Automobile,1,1,0,0,1,"At 5:30 PM on 6/4/24, Officers stopped a black Honda HR-V (MA reg. XXXoperated by XXX (DOB XX/XX/XXXXon Arch Street and Summer Street for multiple red-light violations. 

XXXhas multiple Class B Distro convictions out of Suffolk Superior, multiple additional Class B Distro charges out of Roxbury, Chelsea, and Quincy, and Armed Robbery (Sawed Off Shotgun) conviction out of Suffolk Superior. 

When XXXopened his glove compartment to retrieve his registration, Officers observed a large 7-8 inch, double-edged ""Milwaukee"" knife at the very front of the glove box. Officers issued an exit order and conducted pat frisk for additional weapons, yielding negative results. 

XXXwas initially confrontational with Officers and made statements to his 13-year-old daughter, XXXwho was in the back seat, ""not to move suddenly"" because ""he knows how cops are."" 

After several minutes of de-escalation, XXXbecame very cordial with Officers and apologized for his behavior. 

Verbal warning issued.

BWCs activated. 

Ostholthoff/McCullough (AK15F)",1
FC25003576,2025-07-09 17:00:00,,BOSTON,2128,Stopped,Reasonable Suspicion , Drugs,Suv (sport Utility Vehicle),2,1,1,0,2,"On Wednesday, 7/9/25, at about 17:00, members of the A7 DCU observed an individual known to them asXXXwas standing at the corner of Lubec St and Porter St. XXXwatched all vehicles driving by and appeared to be waiting for the arrival of someone. Minutes later, a black SUV MA Reg. XXXstopped in the middle of the road by XXXXXXapproached and after a brief conversation entered the front passenger side. The vehicle drove around the block and stopped back at the corner of Lubec St and Porter St. XXXgot out of the vehicle, entered XXX Lubec and came back out in less than a minute. XXXthen walked down Porter St. XXXdrove down Porter St in the same direction. Officers training and experience led them to believe that a drug transaction may have transpired. Officers conducted a stop to investigate further. XXXand the operator of the vehicle made inconsistent statements. XXXstated that he had given the operator $240 that he owed for a previous ""transaction"". XXXstated to officers that he had just dropped off food for his friend. Neither party knew the other person's name. Officers did not locate any contraband. Both parties released",1
FC23006067,2023-12-29 16:20:00.0000000,,BOSTON,2215,Stopped,Probable Cause, Other Agency/Unit Notified,Passenger Car/ Automobile,1,0,0,1,0,"P#230659592 / I# 232105994 / FIOE # FC23006067

About 4:20 PM on Friday, 12/29/2023, Detectives Liam Hawkins (V818) and Michael Byrnes (V884) of the Homicide Unit were traveling westbound on Storrow drive near the Arthur Fiedler footbridge in an unmarked Boston Police vehicle (brown Ford Explorer). The weather was overcast with light mist and what little daylight experienced during the day had begun to set. 

A white Toyota Camry being operated as a Taxi was traveling westbound two vehicles ahead of us and without warning came to a complete stop in the middle of Storrow Drive for no apparent reason as there did not appear to be any road defects, hazards or other vehicles traveling immediately in front of the taxi. The result was a chain reaction of all westbound traffic behind said taxi having to come to an abrupt stop and there were several near collisions.

The operator of the taxi then continued westbound, rapidly changing lanes no less than three (3) times without signaling, before exiting Storrow Drive onto the Bowker Overpass near Charlesgate. Det. Byrnes activated the blue lights and audible siren at which point the Taxi operator activated the right turn signal and moved to the right lane but continued driving forward as we pulled behind him. The operator then activated the left turn signal and moved back to the left lane while continuing to drive forward away from the cruiser with blue lights and sirens activated. It should be noted that both the rear left and rear right turn signal functioned properly at this time, indicating that the operator chose NOT to use them during his previous, rapid, unsafe lane changes. The Taxi only stopped as traffic ahead of it was stopped at the red light where the Bowker Overpass intersects with Boylston Street.

At this point, Det. Hawkins exited and approached the operator with his badge clearly displayed on the front of his belt. Det. Hawkins requested the operator's license and Hackney card. As the operator retrieved those documents, he said, ""What did I do?"". Det. Hawkins informed the operator of the numerous violations and observed that there was an adult male passenger (rear driver's side) and adult female passenger (rear passenger side) traveling as fares. Due to the fact that a prolonged traffic stop in the location where the operator finally stopped would have negatively impacted the free flow of traffic and the fare-paying customers, Det. Hawkins took a photograph of the operator's license and Hackney card with his Department cell phone and advised him that he was free to go but that the Hackney Unit would be notified.

Back in the office, Det. Hawkins reviewed the operator's driving record and observed 16 separate cited violations between 1998 and 2019. 

As such, Det. Hawkins issued Massachusetts Uniform Citation # XXXas all civil infractions toXXXper:

 * 720 CMR 9.06(9) ""Failure to Use Care in Stopping""
 * MGL c90 s14B ""Failure to Signal""
 * MGL c89 s4A ""Unsafe Lane Change"" 
And, Massachusetts Uniform Citation # XXXas all civil infractions toXXXper:

 * MGL c89 s7A ""Failure to Yield to an Emergency Vehicle with Lights and Siren Activated"". 
Both citations were mailed to the address on file with the RMV.

BPD Hackney Unit was notified.",0
FC22000862,2022-03-08 15:34:00,,BOSTON,2122,Stopped,Probable Cause,,Passenger Car/ Automobile,3,3,0,0,3,"YVSF Intel - VK23

Officers observed MA reg: XXXon Quincy Street cross over Bowdoin Street and continue onto Adams Street. Officers observed three male occupants, all with hoods up and face masks on. A CJIS query of the vehicle revealed it was registered to Coleus Park gang memberXXX(active license), and further revealed the vehicle was not inspected. 

Officers conducted a traffic stop at Adams Street and Winter Street. XXXwas the operatoXXX gang member XXXwas the front passenger, XXX was the rear passenger. XXXhas an open firearm case. XXXhas no criminal history; however, has a recent FIO with Coleus Park gang memberXXX 

XXXis normally hostile and loud; however, this time he was meek and quiet. Numerous further observations lead to officers conducting a pat-frisk of all three occupants and the vehicle. No weapons were located; however, officers noted a real ballistic vest (inner carrier) in the trunk of the vehicle. The vest was further equipped with a hard chest plate. When asked about the vest, XXXclaimed the ballistic vest was for ""fashion.""",1
FC24004040,2024-10-06 18:20:00.0000000,EVANS ST & NELSON ST,BOSTON,2124,Stopped,Probable Cause,"Body Worn Camera, Drugs",Passenger Car/ Automobile,2,1,0,1,1,"TS of MA REG XXXfor an Expired Registration at the intersection of Evans St and Nelson St. Operator was identified as XXX DOB XX/XX/XXXX(prior 94c) and front passenger identified as XXX DOB XX/XX/XXXX(prior 94c). While XXXwas retrieving the registration from the glove box, a clear plastic baggy with 4 yellow pills were also observed in plain view. 

Both XXXand XXX were issued Exit Orders, and their immediate grabbing areas were pat frisked yielding negative results.While speaking with XXXshe stated that pills were for her stomach issues. Officers were able to identify the pills as pantoprazole which is used for acid reflux. Officers advised XXXthat she would need to carry the medication in the proper container and to also contact the registry to properly renew her registration. FIO'd for Intel

CK01F (Coyne / Kennedy)",1
FC23003686,2023-07-25 22:40:00.0000000,WASHINGTON ST,ROXBURY,2120,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,4,2,2,0,4,"T Stop for vals (Speeding, 90:17, excessive tints, 90:9D) on MA REG: XXXat the intersection of Melnea Cass Blvd and Washington Street.

Operator identified as XXX XX/XX/XXXX(suspected H-Block, prior ADW, ABPO)

Front passenger identified asXXX, XX/XX/XXXX
Rear left passenger identified as XXX XX/XX/XXXX(prior trafficking cocaine 200gs, A/B with a F/A, poss F/A, armed assault to murder, 

Rear right passenger identified asXXX (Active N.O.B, prior poss to dist Class A and D)

Upon approach, Officers immediately noticed a small replica firearm (larger than the size of a palm) to be sitting on XXX's lap. Upon further examining of the replica, it stated in bold letters to say XXXOfficers observed a small pair of scissors in the cupholder. Officers also observed  XXXentire body to be uncontrollably shaking during the entire duration of the stop

Officers are aware that N.O.B associateXXX was recently shot and killed (ref I232053295) and that multiple firearms have been recovered at Mr. XXXcandlelight vigil

Officers are also aware that H-Block and 400 Block share an alliance as well as a mutual feud with Lenox associates. 

Due to all of the above observations and the close proximity of the stop to where Lenox Street members congregate, Officers conducted a pat frisk for any weapons inside of the vehicle, which yielded negative results.

Officers issued a verbal warning for the infractions. 

It should be noted that the vehicle being operating was said to be a rental vehicle (registered to aXXX, with an address out of Brockton

DK01F (Lonergan/Murphy)",1
